id,xgboost,adaboost,random_forests,knn,svm,price
3342102880,473725,450000,450494,464000,496811,464000
3276050110,348170,390000,379614,368500,520053,368500
1796360870,234413,231000,233550,225000,234979,225000
3903200050,260315,258000,259039,263950,261307,263950
2616800600,847174,920000,905981,840000,904372,840000
7510700030,704434,775000,737041,695000,900733,695000
3811000250,596577,620000,619580,610000,626869,610000
8029510010,319971,363000,331610,299250,536935,299250
6159400060,359487,358000,365056,365000,451374,365000
2591720360,424226,482000,412222,375000,545644,375000
1924079090,527258,536000,534930,530000,521042,530000
461002025,509830,503000,504053,501000,533517,501000
7625702901,337839,370000,327793,302860,235586,302860
9476200580,228364,237000,242593,250000,247979,250000
7227500740,206213,191000,197648,217000,142769,217000
3024079063,852279,865000,856739,850000,712258,850000
3425059141,982425,905000,1017299,999000,804328,999000
1068000520,1207001,1260000,1263462,1225000,964338,1225000
3305100230,872538,866059,852058,820000,762373,820000
7519001321,536642,535000,541318,545000,475320,545000
3904940160,552010,578550,565349,555000,534032,555000
1151100070,426216,445000,437007,437000,425670,437000
1376800115,589549,618000,589687,585000,393506,585000
7853400250,618857,610000,626215,645000,638126,645000
7986400265,786371,845000,798051,770000,789253,770000
1774000780,452397,470000,467229,469500,583888,469500
6844702630,458365,460000,457645,450000,417910,450000
7140600055,203922,205950,211450,207000,119648,207000
7199000290,542692,580000,551616,525000,490932,525000
1130000005,1535876,1280000,1460515,1600000,923146,1600000
9808100100,2990288,2225000,2697288,3000000,1241599,3000000
4202400135,237864,251000,207113,177500,273647,177500
7905200386,393289,410000,409349,410000,303737,410000
952006680,519968,410000,473532,550000,436813,550000
7853300970,463098,450000,470435,489000,399412,489000
3756100160,736496,669950,723065,678000,813027,678000
2877104265,1045157,830000,975127,1062000,875181,1062000
1424130050,1039428,1160000,1088291,995000,1220964,995000
1516000055,618072,530000,597845,650000,631512,650000
7430500110,1355142,1160000,1322326,1378000,1087510,1378000
2425049061,2179045,1260000,1714763,2200000,903460,2200000
1126049095,472956,500000,494523,450000,789773,450000
9406530150,356906,367000,351091,344000,360589,344000
2624049103,375824,350000,410860,449000,323018,449000
6414600260,321025,290000,327089,345000,401200,345000
3123800080,394401,358000,357396,365000,337855,365000
7304300430,324130,325000,339637,364000,325532,364000
7229100180,275756,267000,291968,302200,310248,302200
1796100010,569561,710000,623071,555000,779889,555000
1922069089,272043,232000,284159,310000,218783,310000
2734100395,333133,275000,340988,380000,314228,380000
7856570150,843518,725000,837829,913888,639095,913888
3034200058,365967,360000,388792,400000,395763,400000
2522059112,251154,246700,245404,248500,300625,248500
6308000020,631779,585000,607028,590000,625698,590000
5651010320,341613,342000,339145,335000,451971,335000
1136100062,605980,575000,591880,585000,688066,585000
8731801260,236588,230000,233215,234000,267198,234000
632000065,1973393,1260000,1672947,1989000,1011957,1989000
8651440230,230293,240000,232257,229999,255807,229999
4022901316,477220,525000,487293,475000,615032,475000
6795100563,582690,550000,594491,595000,496827,595000
3629890190,1229736,995000,1169362,1300000,1115123,1300000
7299601790,273839,269800,279568,287000,224400,287000
2490200620,458760,423000,491086,535000,323492,535000
8823902005,820204,900000,849912,848000,606515,848000
4154304740,714594,665000,694935,709000,709176,709000
546000045,440606,416000,422361,422500,407390,422500
7436400020,562242,567000,583565,585000,548551,585000
1657300070,445725,470000,468149,465000,603875,465000
2781240040,315785,315000,330585,342000,265508,342000
3905000540,658673,695000,652604,620000,667497,620000
9376301800,730976,725000,709057,724950,693948,724950
8078410210,572579,558000,560693,566000,528094,566000
322069141,457654,508000,470369,462000,492764,462000
8091670030,362854,353000,371258,383000,353171,383000
3449900030,448758,449950,435179,423000,500562,423000
4006000580,301032,299950,249511,225000,348073,225000
2925079012,520521,715000,586216,503000,815357,503000
1922059298,204861,232500,196548,175000,231719,175000
7813500040,311482,309000,328860,335000,296186,335000
301401610,333716,319900,328578,329900,336310,329900
4123840310,317551,325000,337294,342500,363356,342500
1226059161,567555,535000,557766,562000,624377,562000
705730280,308507,315000,324330,325000,288364,325000
2771101963,392199,415000,402094,386000,299521,386000
9214400120,460728,488000,474245,455000,402687,455000
2560805630,245201,249950,245597,242500,235490,242500
3693900155,899600,665000,841559,950000,518170,950000
7211350130,289555,309000,308735,310000,228620,310000
3179100480,489673,479000,520126,530000,419422,530000
8802400416,222744,245000,192304,147499,274758,147500
1370803460,1348371,1250000,1327920,1340000,1071745,1340000
11501310,766639,795000,751111,715000,876437,715000
3852900026,497814,525000,520090,499950,391663,499950
3751601501,363926,356000,389606,382450,393265,382450
3275300050,300601,302300,283418,272000,397474,272000
126049217,392534,375500,391424,400000,459290,400000
4389201075,1937360,1900000,1886459,1900000,1105987,1900000
254000545,431891,427500,408644,385000,516142,385000
2523069146,364816,420000,372098,349900,505375,349900
9524100322,368524,359000,374171,375000,445032,375000
7338401230,272107,262500,270868,285000,270426,285000
1818800144,720440,723000,736660,750000,709880,750000
5126310400,504943,500000,492154,480000,519305,480000
2432000110,754652,752500,745729,758000,578525,758000
7222000393,269196,257000,281498,290000,291153,290000
1472330030,575818,552500,599001,646000,749919,646000
3211700045,599271,625000,597614,592000,581215,592000
3211240320,447519,431000,468663,489950,502634,489950
8820900299,420830,450000,426286,419950,571747,419950
2473002500,435460,400000,453022,475000,512698,475000
3524039060,273181,368000,302475,250000,289712,250000
2144800615,202625,250275,210211,190000,226101,190000
7708300150,350515,392000,343231,315000,385349,315000
1310370020,705801,700000,714065,690000,812708,690000
924069190,493880,539000,478839,440000,494972,440000
3735901040,421093,501000,425577,341000,418426,341000
4038100110,482587,478000,483495,480000,476283,480000
5437600140,329325,339950,328909,325000,413826,325000
2767701416,436188,437000,439660,440000,352493,440000
4139400630,819600,775000,837069,860000,774204,860000
7806500290,518634,535000,532242,535000,624372,535000
5016003230,252298,450000,315745,169317,523233,169317
1683900040,306177,325000,325327,330000,299211,330000
3980300371,153456,280000,214634,142000,-307420,142000
2155000160,495515,460000,512583,538000,426699,538000
3995700250,405379,395000,384464,393500,526498,393500
2346800461,1053766,700000,926268,1120000,730579,1120000
4307350200,341636,316500,333719,347000,354510,347000
3751600784,335688,333490,330001,331210,366320,331210
824059140,939452,980000,978969,949880,635620,949880
4023500990,281743,349500,291673,260000,438635,260000
9406500350,223144,257000,225919,207000,379886,207000
1222000055,195853,210000,180728,180250,152476,180250
2473250280,290295,315000,296882,265000,343208,265000
2159800120,770630,732000,774616,801501,715038,801501
3832060120,300668,305000,296099,280000,298438,280000
7202350480,552660,535000,560002,575000,464526,575000
7202340590,714219,685530,686992,702000,653282,702000
1450000210,179546,182000,177485,179500,72290,179500
2652501470,1228163,1311000,1253510,1220000,680530,1220000
1102000759,787652,885000,855875,755000,797903,755000
6161000015,383566,425000,369292,349950,478375,349950
1921059213,257042,272000,254508,246000,294123,246000
2720000120,295708,287000,294118,295000,302741,295000
5113200310,286832,255950,275737,270000,272007,270000
4178310080,743554,731000,749441,768000,678514,768000
3438503223,399801,411500,418241,420000,349525,420000
9175600025,803645,2400000,1578353,800000,1469163,800000
8077200470,597579,610000,596883,590000,635269,590000
3541600450,358494,403000,341769,290000,411311,290000
4427100130,391055,332500,388600,431000,466724,431000
7202340960,590044,625250,592109,581000,536679,581000
2600100370,707466,707000,722516,723000,592845,723000
2517000790,292884,290000,291215,285000,312502,285000
6071700020,501385,516130,516388,515000,509661,515000
7280300080,518110,515000,534159,510000,671909,510000
7305900082,350803,365250,353474,350000,384059,350000
8615800325,781674,907000,811814,750000,796076,750000
8029740060,349212,330000,335612,345000,324007,345000
1646501920,544564,549900,556778,579500,489248,579500
6071600270,534172,510000,507898,495000,569522,495000
1720069146,408640,428000,393458,399950,367642,399950
1954440080,517794,539950,534807,532000,510592,532000
6021502300,546795,552000,551967,549010,502827,549010
1823059223,275899,280000,283992,291000,309874,291000
5700004485,996435,1160000,1150939,978000,910934,978000
3298700840,213037,208417,250071,263500,193875,263500
7205510370,265743,235000,278042,304500,282170,304500
8691440330,1132520,1060000,1136573,1138990,1055718,1138990
3356403400,182320,222000,187837,159000,227730,159000
9402800005,1463522,1315000,1399936,1500000,858903,1500000
2024059059,714836,715000,745194,693000,759470,693000
8691400010,805971,739999,787214,830000,750166,830000
2771104010,548445,566950,551236,529999,498781,529999
2881700522,432904,438000,434302,438000,527823,438000
3343301920,1690600,1600000,1598490,1650000,1433672,1650000
4139450360,914523,898000,926001,950000,812836,950000
6326000130,497913,477590,513073,538000,525643,538000
1775801405,559353,563000,553541,557500,577881,557500
8645500360,268700,299000,249582,197000,336065,197000
5104450720,371676,383000,346868,325000,449549,325000
4385700250,1816579,1340000,1606623,1800000,771677,1800000
104560010,273733,277950,278356,278500,284180,278500
9530100085,762965,750000,765288,790000,750420,790000
8952900260,352892,390000,388219,375000,323317,375000
3034200410,399823,349810,386600,430000,447931,430000
6197800045,252728,220000,274113,290000,255686,290000
8562750550,641208,661000,625027,605000,546458,605000
7967650010,358067,382500,354430,339000,480794,339000
425049036,604694,576000,609450,649000,523799,649000
1105000011,374249,405000,395828,367777,368812,367777
8732040090,316854,315000,311945,307450,455440,307450
1723049270,341937,355000,343435,340500,442954,340500
3066400080,697812,712000,689107,665000,771903,665000
2008200060,201475,218000,185477,160000,211589,160000
3025300250,1570197,980000,1281860,1620000,767567,1620000
84000335,263177,271000,238956,225000,334165,225000
6802210330,268050,251000,260952,270000,153405,270000
1311000270,255628,245000,242323,247000,315603,247000
5710610790,750594,752000,742135,730100,656975,730100
2483200060,662799,650000,660138,678500,680594,678500
6855700115,332700,350000,352009,357250,370288,357250
3885804225,976335,763000,925917,1010000,690485,1010000
3578401210,580948,610000,584952,557000,565076,557000
104550750,254109,250000,244732,241000,276007,241000
2473251090,280404,270000,275842,269900,297495,269900
8898700960,314671,299000,322886,329950,368627,329950
7570050070,406773,399500,405254,419900,443189,419900
2524049179,1964116,1250000,1777246,2000000,970356,2000000
8945000260,198840,218000,209335,209950,106455,209950
569000050,591631,600000,574836,565000,597974,565000
2997800090,559585,502501,544541,575000,369101,575000
1068000559,1268770,1250000,1270679,1275000,975835,1275000
3438500037,509126,500000,524669,545000,435037,545000
1774220070,578845,600000,574646,550000,708448,550000
1310430400,477995,525000,485198,455000,657910,455000
4140090320,583881,603500,594933,595000,836390,595000
7228500425,567121,550000,570175,590000,569213,590000
1328300810,362499,374950,350701,347500,509846,347500
9287800135,1066331,1059500,1091729,1105000,700704,1105000
2597000006,349750,344950,346965,347500,442179,347500
1726069060,675721,725000,673771,655000,839029,655000
2387400120,666362,725000,681964,650000,687911,650000
6031400092,359233,361000,342307,334950,310040,334950
1118000301,2859214,2299999,2636420,2890000,1186287,2890000
9272201318,561802,557000,547101,540000,530054,540000
8151601090,435348,415000,428288,445000,495557,445000
6145602355,398968,432000,363849,325000,475654,325000
952006783,386921,375000,391605,399500,351556,399500
9407001700,249265,255000,251976,255000,187880,255000
2141500070,459025,442250,454424,450000,474429,450000
9238500410,433334,526500,483626,464000,577548,464000
7234601142,678059,631000,653444,665000,486206,665000
4345000170,247522,253000,226507,210000,237073,210000
2473480560,385657,375000,358601,350000,484041,350000
2522029136,331069,370000,334633,310000,223419,310000
1524800005,349227,325000,331503,325000,471737,325000
1853080570,849245,852880,850477,859900,724539,859900
2817260130,630143,605000,628428,622500,789152,622500
461000390,649885,635000,685730,687500,566697,687500
1370800680,1327305,1325000,1330519,1295000,1072109,1295000
3860400060,1117355,1170000,1152544,1130000,684602,1130000
3343902281,296612,261000,298730,310000,321327,310000
9578090050,822311,828200,828771,830000,778697,830000
9512501400,426961,455000,453802,447000,358103,447000
6431000748,356999,390500,356941,331000,405117,331000
3755500080,471235,450000,476692,510000,448898,510000
2804600010,890818,819000,857250,950000,679182,950000
8651510020,544540,546200,521574,492000,546573,492000
6392001810,495334,499950,504972,507000,387227,507000
7697870860,234511,233000,242764,245000,226111,245000
7853280610,702527,700000,714351,709950,796687,709950
993000100,763458,829900,797415,760000,801467,760000
952005000,572332,536500,540660,545000,602300,545000
9547202380,665646,680000,697905,707900,558526,707900
7322910030,1014675,835000,996522,1095000,912960,1095000
1598600209,300229,345000,315704,300000,367615,300000
3625049014,2926561,2400000,2827661,2950000,1187758,2950000
7788400180,300885,302000,280469,261000,325408,261000
9521101065,634229,660000,610011,580000,609539,580000
3816300065,350068,357000,360717,375000,479088,375000
100600860,209470,205950,219991,237500,201314,237500
3303100075,466767,488000,454659,443500,609646,443500
866400040,541862,525000,532485,540000,582652,540000
1397300120,395402,375000,368130,364500,535207,364500
9407001830,318915,308550,328812,338000,278965,338000
6154900095,553047,571500,564564,565000,531482,565000
6198400218,116971,175000,149572,95000,158398,95000
9510970010,628117,615000,598435,593567,612344,593567
8731981680,334311,400000,337021,311000,555543,311000
3432501415,310177,352500,309047,265000,415353,265000
9144300120,355008,318000,354006,374500,424689,374500
5651010300,376101,400000,383926,370000,507273,370000
4410600100,297749,279000,310687,325088,283053,325088
4136880460,291889,299500,305146,316000,312039,316000
1774220160,628525,665000,644174,632925,777832,632925
8651442880,217577,242050,214257,205000,230117,205000
993000873,395821,399950,384256,380500,476865,380500
1562200040,607071,607000,620080,635000,594592,635000
3083000355,446182,555000,475295,385000,425133,385000
6071300180,513478,491500,531600,525000,494186,525000
2887700875,384004,450500,396823,344000,388471,344000
1722059222,344346,277500,314844,350000,342123,350000
1226059101,520534,535500,509084,502000,602815,502000
2557000630,274026,280927,261198,266000,386724,266000
5137300130,404555,340000,421766,465000,491424,465000
6790200110,627992,635000,657329,675000,553081,675000
7202330330,447859,450000,455021,447000,409394,447000
8856000545,134381,169000,134594,99999,89978,100000
3831200210,275497,270000,285057,280000,387078,280000
924069210,712791,739000,716722,695000,666291,695000
5021900050,788042,664000,783043,832500,528141,832500
1231000640,318444,356000,326217,290000,283247,290000
3347401315,259096,255500,235478,220000,382218,220000
1939120540,644130,630000,641826,640000,675232,640000
2422059015,487064,299950,411959,533050,138665,533050
3530440140,267627,248000,254635,276200,329106,276200
2597520580,800974,800000,820361,805000,672211,805000
3905000200,607446,645000,615230,604000,622681,604000
2652500015,769163,700000,741098,800000,618158,800000
5116000170,363731,381000,370309,374990,574255,374990
421049114,175924,180000,146895,127999,188840,128000
7011201004,648345,590000,629894,645000,669346,645000
1972200554,583326,579000,575906,580000,455301,580000
3753000010,406121,416000,416868,417250,504062,417250
387000190,496777,405000,502179,535000,532333,535000
6817801020,474020,450000,465675,475000,369050,475000
7760400480,282294,269950,274986,288000,243539,288000
4365200630,436214,395000,430498,450000,484669,450000
2619950070,460539,545000,476505,430000,626111,430000
2312400200,254301,249000,249687,247000,239945,247000
4232902615,806799,635000,732227,819000,559951,819000
4128500380,1193651,1150000,1206973,1200000,1004378,1200000
3915500045,188503,195000,189437,180000,164277,180000
3579800405,419552,452000,438330,440000,591697,440000
7779200355,905635,605000,793958,950000,844713,950000
6021500320,665751,597000,668499,709000,526422,709000
9406550060,305768,311000,326899,339500,270042,339500
1048000160,504847,490000,506106,504200,413288,504200
257000037,224717,299950,237295,200000,372112,200000
2791500270,257610,277950,255428,243500,271631,243500
5487300020,452530,475000,468222,464550,462939,464550
8650000070,527208,525000,520258,495000,555839,495000
6430500008,493510,480000,457038,428750,457972,428750
8712100350,1316143,1185000,1241495,1350000,863563,1350000
6821102170,787671,721000,755089,794154,637521,794154
952002250,423118,420000,405014,407000,415790,407000
4024100961,370815,395000,368183,346950,486681,346950
6169901006,591206,521000,589212,600000,548899,600000
7613700270,945219,980000,959817,980000,643356,980000
1224059053,1687259,960000,1576149,1700000,1185375,1700000
110000040,265476,254950,269178,278000,342667,278000
4178300130,984918,910000,960495,950000,849500,950000
5249802460,450891,423500,467927,500000,339603,500000
7203101290,432722,435000,412115,394000,419051,394000
5412100920,271978,285000,265776,250000,305996,250000
9407101840,348362,312000,348691,378000,301960,378000
2902200241,532324,525000,542694,562500,408880,562500
3738000070,1718315,1500000,1630843,1712750,821489,1712750
3578401330,470233,490000,468993,450000,437639,450000
4167700210,246163,260000,245455,240000,327244,240000
4083302225,871303,980000,889782,850000,776644,850000
259600560,420686,427000,420516,405000,338648,405000
3663500060,407983,420000,407914,400000,590641,400000
4317700085,535045,474900,529739,535000,389553,535000
3396820010,574050,594000,569153,542000,619366,542000
8899200110,292541,300000,259782,235000,343962,235000
2473002700,380670,394000,416738,415000,520248,415000
1442880380,454733,437500,445432,439990,472378,439990
6402700100,475112,510000,504980,488250,471837,488250
2024069128,961892,860000,953694,1030000,800527,1030000
475000080,527276,585000,536592,515000,544627,515000
2685600005,310772,315000,320070,324800,277303,324800
7518505160,424755,496000,471440,417000,431766,417000
1762600280,1108558,960000,1070859,1202500,880169,1202500
7633400110,248494,244950,263479,270500,323512,270500
2553300120,664134,675000,650220,629500,670633,629500
4008400035,625909,650000,656661,600000,759915,600000
7203000465,247821,240000,244841,245000,314915,245000
5201000030,589063,562000,577095,597000,626680,597000
2460700030,329946,345000,338147,335000,428577,335000
3438500250,555644,616950,611046,515000,565375,515000
9499200220,221627,230000,225912,234000,327213,234000
925059198,541372,540000,536141,514000,496202,514000
1545805460,261512,261000,255865,252000,175970,252000
7806450190,511468,560000,523425,500000,619644,500000
4113800550,599858,602500,580634,562500,608701,562500
8679600150,584998,585000,595743,581000,595727,581000
3410600080,721898,679000,741344,734950,741574,734950
6118600045,430035,440000,392777,350000,546611,350000
2205500335,466163,508450,456152,420000,450699,420000
2141300420,784453,852500,806106,775000,749307,775000
6204400270,407487,415000,404292,390000,492519,390000
3975400185,657576,635500,632660,645000,540011,645000
9829201020,1348123,1170000,1231045,1388000,853514,1388000
7452500340,245323,267000,262313,265000,173155,265000
8141310080,255049,265000,253982,249950,79880,249950
8682250350,543713,554000,528252,507000,489321,507000
1370804446,591911,575000,587033,604000,432074,604000
625049310,522589,450000,526800,587750,414510,587750
8665900328,464437,434000,442612,459000,615464,459000
293800870,710195,700000,713095,710800,882710,710800
1022049182,182754,142500,169727,175000,34774,175000
6762700340,827356,791000,837146,852000,686621,852000
2025700740,265631,263000,272815,275250,254071,275250
8682290100,437086,445000,428376,420250,464930,420250
5379802816,220255,226000,214858,197000,206782,197000
5702450250,339444,324000,332780,340000,323669,340000
752000035,707824,674000,703162,699000,636145,699000
9831200221,650667,585000,643062,670000,508329,670000
5016001285,705323,655000,731086,750000,565380,750000
625069064,655967,700000,657784,625000,707178,625000
7932600140,404913,449500,422532,395000,520096,395000
2473100510,254926,249000,270482,275000,282178,275000
6893300290,435969,435000,440897,457000,577562,457000
1788800770,169228,157499,174128,187500,67278,187500
9485940290,439654,404950,444759,464950,528782,464950
8018600980,199216,230000,192428,187250,236338,187250
1917300105,191969,207000,213451,216500,164953,216500
2644300005,421056,432500,418510,407500,524447,407500
6021503570,461027,415000,489631,525000,385487,525000
7701960250,859410,850000,870637,890000,971417,890000
13001795,314748,397500,335052,319500,574783,319500
9191201385,545978,550000,524310,505400,538956,505400
9268851020,703326,660000,707964,735000,650460,735000
6306800010,433465,445000,438726,436472,496862,436472
4365700130,305323,325000,261510,210000,357427,210000
5103900015,378850,440000,380316,358000,421518,358000
2597670080,367214,365000,369810,370000,498898,370000
5708500315,621534,592500,601286,615000,527274,615000
23500220,578789,604000,580428,550120,596827,550120
9510900360,255575,254000,255946,260000,317573,260000
6413600275,442578,438400,440770,446000,544157,446000
2493200435,373809,394000,386816,360000,351744,360000
923059252,438085,475000,458652,450800,542372,450800
925059137,959188,880000,913336,939000,729306,939000
8691390280,734801,727000,759355,775000,718134,775000
7625702155,509225,512500,539677,561000,471790,561000
3751600635,245463,255000,263400,264500,213453,264500
8682231210,566978,559000,559155,554000,492082,554000
8026700105,669231,605000,642088,700000,781926,700000
2025600280,279644,265000,248915,241400,237523,241400
2591850080,392545,383962,415491,436500,493301,436500
2658000373,306170,324500,294542,305000,356353,305000
6067900640,467465,510000,448503,391000,498601,391000
1424059130,264090,455000,342560,247500,412040,247500
2338800100,561523,530000,536870,543200,614466,543200
2212900470,200308,205000,196360,186000,184447,186000
7885801460,324439,334888,324324,325000,385688,325000
1563102685,880847,787888,826866,875000,721885,875000
2767604558,462695,441500,488671,512000,457243,512000
2895600680,367713,355200,335635,335950,321211,335950
3990200065,378742,389950,375910,360000,383517,360000
2619950490,302134,350000,339488,335000,428676,335000
4086300065,628982,600000,655322,670000,517931,670000
5379804470,246321,270000,221193,170000,290243,170000
7555200230,702674,752500,721004,691000,628205,691000
2254501335,551275,485000,556069,591000,521656,591000
7165700110,279293,295000,281360,280000,330105,280000
8691330910,743192,780000,748520,744000,789290,744000
3904100106,322263,350000,333804,335000,398879,335000
6668900155,265119,320000,259507,225000,413841,225000
6084600420,263690,256000,256151,245000,290529,245000
425079100,407027,470000,417979,406500,615385,406500
7507500015,400682,414950,425620,442500,508601,442500
424500100,200058,213000,194173,189900,220888,189900
2705600068,509228,440000,480689,539950,474453,539950
3092000030,263293,255000,262972,270000,349442,270000
421000555,214220,229950,214250,200000,178850,200000
3211000170,290709,299000,267062,255000,343709,255000
7298040500,478133,525000,508141,486000,720377,486000
1703050420,672444,655000,656377,651100,641053,651100
2310000430,288607,259000,271808,284000,268478,284000
8562790080,812224,804000,816488,825750,732636,825750
9578060660,497170,512500,502276,502000,599940,502000
5693501102,564436,580000,580878,598500,513577,598500
8638500170,294230,335000,294156,233000,389022,233000
2326600130,899246,850000,887357,895900,896036,895900
7200179,209399,226750,185011,175000,263637,175000
8080400177,527747,540000,536863,520000,361398,520000
9269750690,259251,244950,278897,299950,199829,299950
7300400580,344158,365000,342734,328000,468110,328000
2432000130,683604,670000,677079,675000,487699,675000
2883200775,760708,730000,749876,799000,694955,799000
3644100073,245456,345000,265137,245000,222170,245000
5701700640,827037,782000,825970,849000,866092,849000
6431000206,770164,725000,774670,835000,619354,835000
7215722010,514474,495000,537418,566000,449050,566000
322059311,341005,324950,343993,355000,309186,355000
2621730220,795623,878000,821766,740000,906702,740000
2695600195,361936,355000,373378,379500,345891,379500
6705120540,473961,500000,473325,462370,505445,462370
4123840050,375023,390000,394049,397500,450234,397500
9272200810,1228765,1112500,1199421,1218000,826549,1218000
1121039059,515133,835000,606610,503000,1126502,503000
6865200981,527341,564000,534860,517000,451744,517000
3579000410,473663,470101,484739,500000,616470,500000
4221970060,336620,348000,348078,359000,433463,359000
9545230140,586518,590000,595286,597750,512302,597750
3524039196,385365,385200,403338,396500,324141,396500
2024069008,2220254,2699999,2308231,2200000,1726647,2200000
3205100080,433134,426700,468636,468000,433828,468000
7299600130,325205,333000,315510,309780,307358,309780
8651443480,244877,256500,266800,282000,267766,282000
3705900238,383146,392500,414670,439995,504338,439995
8151600470,160086,200000,152835,121800,119337,121800
1972200696,515103,535000,522109,521000,507702,521000
7461420230,309849,288250,324078,336500,318784,336500
2624049050,363906,378500,360188,338000,446846,338000
2326600150,759043,779950,793487,775900,654974,775900
9406710060,380343,383000,366225,358000,359642,358000
9828702156,656110,610950,635573,638000,653697,638000
9834200555,753927,724500,745537,760000,600825,760000
724069065,1045180,715000,952115,1140000,718569,1140000
629400480,797723,800000,778589,775000,867946,775000
3343301343,923608,1174660,1126580,880000,919567,880000
9510900140,282039,260000,285551,305000,275406,305000
9826701735,498246,550000,498540,449950,583956,449950
2624079022,559460,505000,527407,530000,530135,530000
8682281170,464872,457000,458603,449000,448681,449000
726059349,446202,431000,450689,460000,588891,460000
1049010300,429925,431000,432074,435000,466178,435000
625049299,480720,430000,476690,482000,377211,482000
7715600050,380230,410000,392992,385000,417105,385000
2525300540,202723,206600,195567,185000,111800,185000
2220069003,411432,330000,392878,425000,457923,425000
1995200200,376022,430000,372601,313950,393956,313950
7104100110,862371,732000,836737,899000,594001,899000
8731951130,278509,300000,268017,250250,464224,250250
1232001070,496222,485000,490566,485000,490122,485000
8651600110,922116,940000,932839,939000,682545,939000
7129300935,431439,452000,430664,415000,639336,415000
8078360080,631117,645000,653932,650000,621347,650000
868001030,1134199,1072000,1134746,1150000,875751,1150000
9406520580,302178,312000,307735,305000,266100,305000
3629830250,613240,600000,621588,637500,493565,637500
203900460,401801,403000,408288,407450,416652,407450
3667500015,770683,1285000,1005240,770000,921238,770000
7460000040,276198,315000,295344,292000,369807,292000
8091670020,373951,359950,371872,379000,362091,379000
8563001130,648127,645000,646280,654000,643417,654000
7977200055,536381,492000,533758,550000,418668,550000
6713700155,355849,350000,348421,352500,468451,352500
8682260850,535244,530000,519190,504975,545130,504975
1461200020,589012,555000,591644,620000,616975,620000
1245000461,1104086,1085500,1129092,1150000,779300,1150000
1774000170,449394,437000,430432,419950,537231,419950
7501000220,955692,852600,922803,950000,811399,950000
7852000110,439083,449950,449135,441500,431738,441500
5469500640,565158,540000,562795,583500,770295,583500
1453602310,303375,305000,299969,303000,401296,303000
7272000980,267027,275000,273404,279000,269912,279000
6151800624,328072,271950,281532,288349,167586,288349
1525059198,1138464,915000,1068749,1185000,895793,1185000
8068000585,230786,221000,225392,235000,281858,235000
3223039109,808123,729000,775260,819000,540886,819000
7883605695,315189,286300,328549,350000,433351,350000
6065300370,4191374,2238889,3263857,4208000,1541846,4208000
923049378,229336,259000,222307,207000,313974,207000
7660100238,351676,387000,348393,329950,366038,329950
1025049115,581191,579000,588990,594000,397399,594000
8857640860,421210,399950,451618,522000,463437,522000
722079104,325308,355000,342699,314000,297115,314000
5364200477,636039,565000,653529,718000,437864,718000
5700003630,1937189,2250000,2071264,1925000,1404109,1925000
4039800180,657836,649950,646092,625000,599540,625000
2623069106,727816,725000,742988,710000,681742,710000
2634500050,253465,257000,254408,251000,309463,251000
4019301500,454294,439000,478923,507000,577000,507000
8019700010,503057,535000,509661,489950,632358,489950
7689600650,334945,335000,316729,323500,524566,323500
7889600285,293782,299000,309239,315000,313368,315000
629890070,836218,840000,844954,828950,854425,828950
2349300069,300405,343000,314311,301500,218435,301500
5486800070,1930825,1730000,1863971,1950000,1159889,1950000
1954630080,531101,598600,542487,500000,872185,500000
522069022,579365,525000,576328,599000,425027,599000
3395800455,176232,153500,164397,150000,191483,150000
3303980660,1074408,1068000,1084935,1070000,985305,1070000
6057700120,345567,335000,342926,340000,441837,340000
4077800088,662114,571500,674882,699950,649412,699950
5589900761,282914,260000,293876,315000,360320,315000
8722100825,974734,805000,929474,1049000,685362,1049000
2114700090,174631,215000,165352,151000,55733,151000
7955030010,335308,356000,333930,318000,392780,318000
3183110180,488392,545000,503685,490000,452667,490000
789000550,403418,389000,415903,415000,425326,415000
8857310010,269957,460000,349233,268500,444557,268500
3574750020,586819,600000,591451,594000,747609,594000
7203220310,859674,869950,862871,839990,798387,839990
8078460050,666443,651000,692339,730000,619093,730000
126039413,464650,550000,502653,469000,679632,469000
3826500020,270260,275000,258936,257000,366755,257000
1121000095,344132,363000,347313,320000,319321,320000
7299600700,327329,332000,320991,328000,334658,328000
7986401205,500239,427000,476545,530000,361397,530000
4040200490,466809,460000,466440,461000,444566,461000
3422049088,369357,329500,362130,389000,438418,389000
1112700060,391154,390000,389961,399900,423857,399900
4046600320,379970,470000,448465,420000,466592,420000
1623089086,760754,810000,790314,760000,817110,760000
324000280,646538,625000,650854,675000,602129,675000
9151600055,768586,797000,784534,749000,751804,749000
2726059144,1035822,1187500,1137417,1037000,1072975,1037000
6979940050,777472,810000,803341,800000,707627,800000
1898600100,208759,249000,223201,218250,153310,218250
9348700450,869566,817500,855415,833000,1069032,833000
7137800310,331011,315000,318605,329950,315018,329950
3342100569,862418,610000,798608,950000,763704,950000
7203100550,609838,646000,644373,660000,575516,660000
9553200052,382352,440000,380134,345000,391501,345000
4254000540,473380,492500,488329,469950,644165,469950
7657000225,196440,202000,208062,205000,156455,205000
809002390,663871,700000,682983,658000,505745,658000
2968800645,245979,228950,218761,215000,170902,215000
5727500102,294994,320000,252054,195000,428118,195000
3205500020,389454,390000,368181,352000,431875,352000
